Unnamed: 0,slide,dataset,uid,final_label,dataset_uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
765,083.tiff,MIDOG21,2165,Normal,MIDOG21_2165.png,1394,754,NMF prometaphase,NMF prometaphase,False,False,False,False
766,083.tiff,MIDOG21,2166,Normal,MIDOG21_2166.png,974,191,NMF metaphase,NMF metaphase,False,False,False,False
767,083.tiff,MIDOG21,2169,Atypical,MIDOG21_2169.png,5066,216,AMF bipolar assymetric,AMF other,True,True,True,True
768,083.tiff,MIDOG21,2172,Normal,MIDOG21_2172.png,5569,891,NMF prometaphase,NMF prometaphase,False,False,False,False
769,083.tiff,MIDOG21,2173,Normal,MIDOG21_2173.png,5340,814,NMF metaphase,NMF metaphase,False,False,False,False
770,083.tiff,MIDOG21,2178,Normal,MIDOG21_2178.png,2266,2457,NMF prometaphase,NMF prometaphase,False,False,False,False
771,083.tiff,MIDOG21,2181,Normal,MIDOG21_2181.png,3968,3132,NMF prometaphase,NMF metaphase,False,False,False,False
772,083.tiff,MIDOG21,2182,Normal,MIDOG21_2182.png,6489,3064,NMF metaphase,AMF segregation,False,True,False,False
773,083.tiff,MIDOG21,2185,Normal,MIDOG21_2185.png,2462,3837,NMF prometaphase,NMF ring shape,False,False,False,False
774,083.tiff,MIDOG21,2187,Normal,MIDOG21_2187.png,3865,3803,NMF prometaphase,NMF metaphase,False,False,False,False
775,083.tiff,MIDOG21,2188,Atypical,MIDOG21_2188.png,4350,3634,NMF anaphase-telophase,AMF other,False,True,True,True
776,083.tiff,MIDOG21,2189,Atypical,MIDOG21_2189.png,6340,3202,AMF segregation,AMF segregation,True,True,True,True
777,083.tiff,MIDOG21,2190,Atypical,MIDOG21_2190.png,7057,3172,NMF anaphase-telophase,AMF segregation,False,True,True,True
778,083.tiff,MIDOG21,2192,Atypical,MIDOG21_2192.png,2617,4143,AMF segregation,AMF segregation,True,True,True,True
779,083.tiff,MIDOG21,2193,Atypical,MIDOG21_2193.png,1784,4676,AMF other,AMF other,True,True,True,True
780,083.tiff,MIDOG21,2194,Atypical,MIDOG21_2194.png,2670,4779,AMF other,AMF other,True,True,True,True
781,083.tiff,MIDOG21,2198,Normal,MIDOG21_2198.png,4869,4211,NMF prometaphase,NMF prometaphase,False,False,False,False
782,083.tiff,MIDOG21,2200,Atypical,MIDOG21_2200.png,6651,4516,NMF metaphase,AMF segregation,False,True,True,True
783,083.tiff,MIDOG21,2201,Normal,MIDOG21_2201.png,6307,4112,NMF prometaphase,NMF prometaphase,False,False,False,False
784,083.tiff,MIDOG21,2203,Normal,MIDOG21_2203.png,5194,5022,NMF prometaphase,NMF prometaphase,False,False,False,False
785,083.tiff,MIDOG21,2204,Normal,MIDOG21_2204.png,5829,5020,NMF metaphase,AMF segregation,False,True,False,False
786,083.tiff,MIDOG21,2209,Normal,MIDOG21_2209.png,1785,2313,NMF prometaphase,NMF prometaphase,False,False,False,False
818,086.tiff,MIDOG21,2308,Normal,MIDOG21_2308.png,1117,360,NMF prometaphase,NMF metaphase,False,False,False,False
819,086.tiff,MIDOG21,2309,Normal,MIDOG21_2309.png,1184,117,NMF metaphase,NMF metaphase,False,False,False,False
820,086.tiff,MIDOG21,2312,Normal,MIDOG21_2312.png,5176,333,NMF prometaphase,AMF segregation,False,True,False,False
821,086.tiff,MIDOG21,2313,Atypical,MIDOG21_2313.png,5247,636,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
822,086.tiff,MIDOG21,2314,Normal,MIDOG21_2314.png,5562,453,NMF metaphase,NMF metaphase,False,False,False,False
823,086.tiff,MIDOG21,2316,Normal,MIDOG21_2316.png,6858,39,NMF prometaphase,NMF prometaphase,False,False,False,False
824,086.tiff,MIDOG21,2317,Normal,MIDOG21_2317.png,6295,490,NMF prometaphase,NMF ring shape,False,False,False,False
825,086.tiff,MIDOG21,2318,Atypical,MIDOG21_2318.png,283,1273,NMF prometaphase,AMF other,False,True,True,True
826,086.tiff,MIDOG21,2321,Normal,MIDOG21_2321.png,534,2154,NMF metaphase,NMF metaphase,False,False,False,False
827,086.tiff,MIDOG21,2322,Normal,MIDOG21_2322.png,2711,2252,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
828,086.tiff,MIDOG21,2324,Normal,MIDOG21_2324.png,5491,1654,NMF metaphase,NMF metaphase,False,False,False,False
829,086.tiff,MIDOG21,2325,Normal,MIDOG21_2325.png,7045,1850,NMF metaphase,NMF metaphase,False,False,False,False
830,086.tiff,MIDOG21,2327,Normal,MIDOG21_2327.png,1982,2624,NMF prometaphase,NMF metaphase,False,False,False,False
831,086.tiff,MIDOG21,2328,Normal,MIDOG21_2328.png,5535,2790,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
832,086.tiff,MIDOG21,2332,Normal,MIDOG21_2332.png,3275,3106,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
833,086.tiff,MIDOG21,2334,Normal,MIDOG21_2334.png,6818,4048,NMF metaphase,NMF metaphase,False,False,False,False
834,086.tiff,MIDOG21,2336,Normal,MIDOG21_2336.png,1757,5124,NMF prometaphase,NMF metaphase,False,False,False,False
835,086.tiff,MIDOG21,2337,Normal,MIDOG21_2337.png,2133,5216,NMF metaphase,NMF metaphase,False,False,False,False
836,086.tiff,MIDOG21,2338,Normal,MIDOG21_2338.png,2090,4927,NMF metaphase,NMF metaphase,False,False,False,False
837,086.tiff,MIDOG21,2339,Normal,MIDOG21_2339.png,4194,4755,NMF metaphase,NMF metaphase,False,False,False,False
838,086.tiff,MIDOG21,2340,Normal,MIDOG21_2340.png,3945,5275,NMF metaphase,NMF metaphase,False,False,False,False
839,087.tiff,MIDOG21,2346,Normal,MIDOG21_2346.png,27,489,NMF prometaphase,NMF prometaphase,False,False,False,False
840,087.tiff,MIDOG21,2347,Normal,MIDOG21_2347.png,764,168,NMF metaphase,NMF metaphase,False,False,False,False
841,087.tiff,MIDOG21,2348,Normal,MIDOG21_2348.png,821,688,NMF prometaphase,NMF prometaphase,False,False,False,False
842,087.tiff,MIDOG21,2353,Normal,MIDOG21_2353.png,4998,1286,NMF metaphase,NMF metaphase,False,False,False,False
843,087.tiff,MIDOG21,2355,Normal,MIDOG21_2355.png,358,1847,NMF prometaphase,NMF prometaphase,False,False,False,False
844,087.tiff,MIDOG21,2356,Normal,MIDOG21_2356.png,633,2108,NMF metaphase,NMF metaphase,False,False,False,False
845,087.tiff,MIDOG21,2358,Normal,MIDOG21_2358.png,4099,2171,NMF metaphase,NMF metaphase,False,False,False,False
846,087.tiff,MIDOG21,2359,Atypical,MIDOG21_2359.png,6213,2163,NMF prometaphase,AMF bipolar assymetric,False,True,True,True
847,087.tiff,MIDOG21,2360,Normal,MIDOG21_2360.png,6349,1672,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
848,087.tiff,MIDOG21,2365,Normal,MIDOG21_2365.png,4055,4866,NMF prometaphase,NMF prometaphase,False,False,False,False
849,087.tiff,MIDOG21,2366,Atypical,MIDOG21_2366.png,4100,4753,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
853,089.tiff,MIDOG21,2384,Atypical,MIDOG21_2384.png,2122,5042,NMF prometaphase,AMF other,False,True,True,True
854,090.tiff,MIDOG21,2389,Normal,MIDOG21_2389.png,1010,1767,NMF metaphase,NMF metaphase,False,False,False,False
855,090.tiff,MIDOG21,2391,Normal,MIDOG21_2391.png,3163,2014,NMF prometaphase,NMF prometaphase,False,False,False,False
856,090.tiff,MIDOG21,2392,Normal,MIDOG21_2392.png,5571,1773,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
857,090.tiff,MIDOG21,2394,Atypical,MIDOG21_2394.png,407,2702,AMF other,NMF metaphase,True,False,True,True
858,090.tiff,MIDOG21,2395,Normal,MIDOG21_2395.png,4874,3022,NMF prometaphase,NMF metaphase,False,False,False,False
859,090.tiff,MIDOG21,2396,Normal,MIDOG21_2396.png,6868,2549,NMF prometaphase,NMF prometaphase,False,False,True,False
860,090.tiff,MIDOG21,2397,Normal,MIDOG21_2397.png,3381,3277,NMF prometaphase,NMF prometaphase,False,False,False,False
861,090.tiff,MIDOG21,2398,Normal,MIDOG21_2398.png,4158,3974,NMF metaphase,NMF metaphase,False,False,False,False
862,090.tiff,MIDOG21,2400,Normal,MIDOG21_2400.png,6478,2687,NMF metaphase,NMF metaphase,False,False,False,False
868,092.tiff,MIDOG21,2434,Normal,MIDOG21_2434.png,2890,778,NMF prometaphase,AMF segregation,False,True,False,False
869,092.tiff,MIDOG21,2435,Normal,MIDOG21_2435.png,1060,26,NMF prometaphase,NMF prometaphase,False,False,False,False
870,092.tiff,MIDOG21,2437,Normal,MIDOG21_2437.png,2058,1029,NMF prometaphase,NMF ring shape,False,False,False,False
871,092.tiff,MIDOG21,2438,Atypical,MIDOG21_2438.png,2601,910,AMF segregation,AMF segregation,True,True,True,True
872,092.tiff,MIDOG21,2439,Normal,MIDOG21_2439.png,2959,1363,NMF metaphase,NMF metaphase,False,False,False,False
873,092.tiff,MIDOG21,2440,Normal,MIDOG21_2440.png,3366,1305,NMF metaphase,NMF metaphase,False,False,False,False
874,092.tiff,MIDOG21,2446,Normal,MIDOG21_2446.png,4089,2828,NMF prometaphase,NMF prometaphase,False,False,False,False
875,092.tiff,MIDOG21,2447,Normal,MIDOG21_2447.png,3281,3724,NMF metaphase,NMF metaphase,False,False,False,False
876,092.tiff,MIDOG21,2449,Normal,MIDOG21_2449.png,4757,3700,NMF metaphase,NMF metaphase,False,False,False,False
877,092.tiff,MIDOG21,2453,Normal,MIDOG21_2453.png,4870,3985,NMF prometaphase,NMF prometaphase,False,False,False,False
878,092.tiff,MIDOG21,2456,Normal,MIDOG21_2456.png,2199,5225,NMF metaphase,NMF metaphase,False,False,False,False
879,092.tiff,MIDOG21,2457,Normal,MIDOG21_2457.png,4201,4829,NMF metaphase,NMF metaphase,False,False,False,False
880,093.tiff,MIDOG21,2470,Atypical,MIDOG21_2470.png,4004,81,AMF other,AMF other,True,True,True,True
881,093.tiff,MIDOG21,2474,Normal,MIDOG21_2474.png,1265,3705,NMF metaphase,NMF metaphase,False,False,False,False
882,093.tiff,MIDOG21,2476,Normal,MIDOG21_2476.png,3804,4453,NMF metaphase,NMF metaphase,False,False,False,False
883,093.tiff,MIDOG21,2477,Normal,MIDOG21_2477.png,3312,3965,NMF prometaphase,NMF prometaphase,False,False,False,False
884,093.tiff,MIDOG21,2481,Atypical,MIDOG21_2481.png,5577,5234,AMF other,NMF metaphase,True,False,True,True
885,093.tiff,MIDOG21,2482,Normal,MIDOG21_2482.png,6522,4939,NMF prometaphase,NMF ring shape,False,False,False,False
886,094.tiff,MIDOG21,2483,Normal,MIDOG21_2483.png,1336,928,NMF prometaphase,NMF prometaphase,False,False,False,False
887,094.tiff,MIDOG21,2484,Normal,MIDOG21_2484.png,1174,755,NMF prometaphase,NMF prometaphase,False,False,False,False
888,094.tiff,MIDOG21,2486,Normal,MIDOG21_2486.png,807,897,NMF prometaphase,NMF ring shape,False,False,False,False
889,094.tiff,MIDOG21,2487,Normal,MIDOG21_2487.png,504,736,NMF prometaphase,NMF prometaphase,False,False,False,False
890,094.tiff,MIDOG21,2488,Normal,MIDOG21_2488.png,498,679,NMF prometaphase,NMF prometaphase,False,False,False,False
891,094.tiff,MIDOG21,2489,Normal,MIDOG21_2489.png,269,694,NMF prometaphase,NMF prometaphase,False,False,False,False
892,094.tiff,MIDOG21,2490,Normal,MIDOG21_2490.png,224,862,NMF prometaphase,NMF prometaphase,False,False,False,False
893,094.tiff,MIDOG21,2492,Atypical,MIDOG21_2492.png,4833,708,AMF segregation,AMF segregation,True,True,True,True
894,094.tiff,MIDOG21,2493,Normal,MIDOG21_2493.png,4897,819,NMF prometaphase,NMF prometaphase,False,False,False,False
895,094.tiff,MIDOG21,2494,Atypical,MIDOG21_2494.png,5421,405,AMF other,AMF multipolar,True,True,True,True
896,094.tiff,MIDOG21,2495,Normal,MIDOG21_2495.png,5718,745,NMF prometaphase,NMF metaphase,False,False,False,False
897,094.tiff,MIDOG21,2499,Normal,MIDOG21_2499.png,893,1518,NMF prometaphase,NMF prometaphase,False,False,False,False
898,094.tiff,MIDOG21,2500,Normal,MIDOG21_2500.png,2412,1311,NMF metaphase,NMF metaphase,False,False,False,False
899,094.tiff,MIDOG21,2502,Normal,MIDOG21_2502.png,2641,1593,NMF metaphase,NMF metaphase,False,False,False,False
900,094.tiff,MIDOG21,2505,Normal,MIDOG21_2505.png,3252,1462,NMF prometaphase,NMF prometaphase,False,False,False,False
901,094.tiff,MIDOG21,2507,Normal,MIDOG21_2507.png,3859,1143,NMF metaphase,NMF metaphase,False,False,False,False
902,094.tiff,MIDOG21,2510,Normal,MIDOG21_2510.png,5346,965,NMF prometaphase,NMF ring shape,False,False,False,False
903,094.tiff,MIDOG21,2511,Normal,MIDOG21_2511.png,5499,1189,NMF metaphase,NMF metaphase,False,False,False,False
904,094.tiff,MIDOG21,2512,Normal,MIDOG21_2512.png,5560,1178,NMF prometaphase,NMF prometaphase,False,False,False,False
905,094.tiff,MIDOG21,2513,Normal,MIDOG21_2513.png,5687,1221,NMF metaphase,NMF metaphase,False,False,False,False
906,094.tiff,MIDOG21,2514,Normal,MIDOG21_2514.png,5754,1254,NMF prometaphase,NMF prometaphase,False,False,False,False
907,094.tiff,MIDOG21,2518,Normal,MIDOG21_2518.png,6275,1264,NMF prometaphase,NMF metaphase,False,False,False,False
908,094.tiff,MIDOG21,2519,Atypical,MIDOG21_2519.png,6088,851,NMF anaphase-telophase,AMF segregation,False,True,True,True
909,094.tiff,MIDOG21,2524,Normal,MIDOG21_2524.png,1555,2005,NMF prometaphase,AMF bipolar assymetric,False,True,False,False
910,094.tiff,MIDOG21,2527,Atypical,MIDOG21_2527.png,2051,1782,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
911,094.tiff,MIDOG21,2529,Normal,MIDOG21_2529.png,3360,1797,NMF prometaphase,NMF ring shape,False,False,False,False
912,094.tiff,MIDOG21,2530,Normal,MIDOG21_2530.png,3405,1714,NMF prometaphase,NMF prometaphase,False,False,False,False
913,094.tiff,MIDOG21,2531,Normal,MIDOG21_2531.png,3865,1763,NMF prometaphase,NMF prometaphase,False,False,False,False
914,094.tiff,MIDOG21,2532,Normal,MIDOG21_2532.png,3997,1727,NMF prometaphase,NMF prometaphase,False,False,False,False
915,094.tiff,MIDOG21,2534,Normal,MIDOG21_2534.png,4123,1909,NMF prometaphase,NMF ring shape,False,False,False,False
916,094.tiff,MIDOG21,2536,Atypical,MIDOG21_2536.png,4186,2213,NMF anaphase-telophase,AMF other,False,True,True,True
917,094.tiff,MIDOG21,2539,Atypical,MIDOG21_2539.png,5709,2201,AMF multipolar,AMF multipolar,True,True,True,True
918,094.tiff,MIDOG21,2540,Normal,MIDOG21_2540.png,5517,1828,NMF prometaphase,NMF prometaphase,False,False,False,False
919,094.tiff,MIDOG21,2542,Normal,MIDOG21_2542.png,4860,2092,NMF prometaphase,NMF prometaphase,False,False,False,False
920,094.tiff,MIDOG21,2543,Normal,MIDOG21_2543.png,4600,1732,NMF metaphase,NMF metaphase,False,False,False,False
921,094.tiff,MIDOG21,2544,Normal,MIDOG21_2544.png,4809,2126,NMF metaphase,NMF metaphase,False,False,False,False
922,094.tiff,MIDOG21,2546,Normal,MIDOG21_2546.png,6455,1955,NMF prometaphase,NMF prometaphase,False,False,False,False
923,094.tiff,MIDOG21,2548,Normal,MIDOG21_2548.png,6842,2186,NMF prometaphase,NMF prometaphase,False,False,False,False
924,094.tiff,MIDOG21,2549,Normal,MIDOG21_2549.png,6177,1860,NMF prometaphase,NMF ring shape,False,False,False,False
925,094.tiff,MIDOG21,2552,Normal,MIDOG21_2552.png,1146,2415,NMF prometaphase,NMF prometaphase,False,False,False,False
926,094.tiff,MIDOG21,2557,Normal,MIDOG21_2557.png,122,3118,NMF metaphase,NMF metaphase,False,False,False,False
927,094.tiff,MIDOG21,2558,Normal,MIDOG21_2558.png,2382,2838,NMF prometaphase,NMF prometaphase,False,False,False,False
928,094.tiff,MIDOG21,2559,Atypical,MIDOG21_2559.png,2676,2835,AMF other,NMF metaphase,True,False,True,True
929,094.tiff,MIDOG21,2560,Normal,MIDOG21_2560.png,2795,2760,NMF prometaphase,NMF prometaphase,False,False,False,False
930,094.tiff,MIDOG21,2566,Normal,MIDOG21_2566.png,4768,2695,NMF ring shape,NMF ring shape,False,False,False,False
931,094.tiff,MIDOG21,2574,Normal,MIDOG21_2574.png,6101,2773,NMF prometaphase,NMF prometaphase,False,False,False,False
932,094.tiff,MIDOG21,2576,Normal,MIDOG21_2576.png,6748,3073,NMF metaphase,NMF metaphase,False,False,False,False
933,094.tiff,MIDOG21,2577,Normal,MIDOG21_2577.png,6884,2795,NMF prometaphase,NMF prometaphase,False,False,False,False
934,094.tiff,MIDOG21,2581,Normal,MIDOG21_2581.png,5852,2591,NMF prometaphase,NMF ring shape,False,False,False,False
935,094.tiff,MIDOG21,2582,Atypical,MIDOG21_2582.png,178,3672,AMF segregation,AMF segregation,True,True,True,True
936,094.tiff,MIDOG21,2583,Normal,MIDOG21_2583.png,704,3484,NMF prometaphase,NMF prometaphase,False,False,False,False
937,094.tiff,MIDOG21,2587,Normal,MIDOG21_2587.png,1733,3858,NMF prometaphase,NMF prometaphase,False,False,False,False
938,094.tiff,MIDOG21,2588,Normal,MIDOG21_2588.png,1667,3723,NMF prometaphase,NMF prometaphase,False,False,False,False
939,094.tiff,MIDOG21,2589,Atypical,MIDOG21_2589.png,2557,3809,AMF segregation,AMF segregation,True,True,True,True
940,094.tiff,MIDOG21,2591,Atypical,MIDOG21_2591.png,2587,4014,AMF other,AMF other,True,True,True,True
941,094.tiff,MIDOG21,2592,Normal,MIDOG21_2592.png,1633,3985,NMF metaphase,NMF prometaphase,False,False,False,False
942,094.tiff,MIDOG21,2594,Normal,MIDOG21_2594.png,3334,3293,NMF prometaphase,NMF ring shape,False,False,False,False
943,094.tiff,MIDOG21,2596,Normal,MIDOG21_2596.png,3703,3242,NMF prometaphase,AMF segregation,False,True,False,False
944,094.tiff,MIDOG21,2597,Atypical,MIDOG21_2597.png,3636,3599,NMF prometaphase,AMF segregation,False,True,True,True
945,094.tiff,MIDOG21,2601,Normal,MIDOG21_2601.png,5793,3474,NMF prometaphase,NMF metaphase,False,False,False,False
946,094.tiff,MIDOG21,2602,Normal,MIDOG21_2602.png,4624,3862,NMF prometaphase,AMF other,False,True,False,False
947,094.tiff,MIDOG21,2603,Atypical,MIDOG21_2603.png,6073,3476,NMF prometaphase,AMF segregation,False,True,True,True
948,094.tiff,MIDOG21,2604,Atypical,MIDOG21_2604.png,5921,3647,NMF metaphase,AMF segregation,False,True,True,True
949,094.tiff,MIDOG21,2607,Normal,MIDOG21_2607.png,6994,3402,NMF prometaphase,NMF prometaphase,False,False,False,False
950,094.tiff,MIDOG21,2612,Normal,MIDOG21_2612.png,289,4130,NMF prometaphase,NMF ring shape,False,False,False,False
951,094.tiff,MIDOG21,2614,Normal,MIDOG21_2614.png,2191,4399,NMF prometaphase,NMF prometaphase,False,False,False,False
952,094.tiff,MIDOG21,2617,Normal,MIDOG21_2617.png,3118,4635,NMF prometaphase,NMF metaphase,False,False,False,False
953,094.tiff,MIDOG21,2619,Normal,MIDOG21_2619.png,3863,4400,NMF prometaphase,NMF prometaphase,False,False,False,False
954,094.tiff,MIDOG21,2622,Normal,MIDOG21_2622.png,4763,4388,NMF prometaphase,NMF prometaphase,False,False,False,False
955,094.tiff,MIDOG21,2626,Normal,MIDOG21_2626.png,5804,4209,NMF prometaphase,NMF prometaphase,False,False,False,False
956,094.tiff,MIDOG21,2629,Normal,MIDOG21_2629.png,5272,3918,NMF prometaphase,NMF ring shape,False,False,False,False
957,094.tiff,MIDOG21,2630,Normal,MIDOG21_2630.png,5142,3969,NMF prometaphase,NMF prometaphase,False,False,False,False
958,094.tiff,MIDOG21,2637,Normal,MIDOG21_2637.png,1611,4995,NMF prometaphase,NMF ring shape,False,False,False,False
959,094.tiff,MIDOG21,2642,Normal,MIDOG21_2642.png,3959,5051,NMF metaphase,NMF metaphase,False,False,False,False
960,094.tiff,MIDOG21,2643,Normal,MIDOG21_2643.png,5018,5028,NMF prometaphase,NMF prometaphase,False,False,False,False
961,094.tiff,MIDOG21,2644,Normal,MIDOG21_2644.png,5184,5048,NMF prometaphase,NMF prometaphase,False,False,True,False
962,094.tiff,MIDOG21,2645,Normal,MIDOG21_2645.png,5378,4825,NMF prometaphase,NMF prometaphase,False,False,False,False
963,094.tiff,MIDOG21,2646,Normal,MIDOG21_2646.png,5443,4759,NMF prometaphase,NMF prometaphase,False,False,False,False
964,094.tiff,MIDOG21,2650,Normal,MIDOG21_2650.png,1665,579,NMF prometaphase,NMF prometaphase,False,False,False,False
965,094.tiff,MIDOG21,2651,Atypical,MIDOG21_2651.png,4157,2553,NMF metaphase,AMF other,False,True,True,True
966,094.tiff,MIDOG21,2652,Normal,MIDOG21_2652.png,6160,2134,NMF metaphase,NMF metaphase,False,False,False,False
967,094.tiff,MIDOG21,2655,Atypical,MIDOG21_2655.png,3326,3053,AMF other,AMF multipolar,True,True,True,True
968,095.tiff,MIDOG21,2669,Normal,MIDOG21_2669.png,1916,4475,NMF metaphase,NMF metaphase,False,False,False,False
969,096.tiff,MIDOG21,2673,Normal,MIDOG21_2673.png,1380,1046,NMF metaphase,NMF metaphase,False,False,False,False
970,096.tiff,MIDOG21,2676,Normal,MIDOG21_2676.png,3237,2388,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
971,096.tiff,MIDOG21,2677,Normal,MIDOG21_2677.png,3699,2867,NMF metaphase,NMF metaphase,False,False,False,False
972,096.tiff,MIDOG21,2678,Normal,MIDOG21_2678.png,324,3648,NMF prometaphase,NMF metaphase,False,False,False,False
973,096.tiff,MIDOG21,2682,Normal,MIDOG21_2682.png,721,4328,NMF metaphase,NMF metaphase,False,False,False,False
974,096.tiff,MIDOG21,2687,Normal,MIDOG21_2687.png,2972,5158,NMF prometaphase,NMF prometaphase,False,False,False,False
975,097.tiff,MIDOG21,2692,Atypical,MIDOG21_2692.png,5797,372,AMF other,AMF other,True,True,True,True
976,097.tiff,MIDOG21,2697,Atypical,MIDOG21_2697.png,6536,5190,AMF other,AMF other,True,True,True,True
977,097.tiff,MIDOG21,2698,Atypical,MIDOG21_2698.png,6659,4942,NMF prometaphase,AMF segregation,False,True,True,True
987,099.tiff,MIDOG21,2731,Atypical,MIDOG21_2731.png,3104,2989,NMF prometaphase,AMF segregation,False,True,True,True
988,099.tiff,MIDOG21,2736,Normal,MIDOG21_2736.png,3658,2005,NMF prometaphase,NMF metaphase,False,False,False,False
989,100.tiff,MIDOG21,2740,Normal,MIDOG21_2740.png,2579,531,NMF metaphase,NMF metaphase,False,False,False,False
990,100.tiff,MIDOG21,2745,Normal,MIDOG21_2745.png,3889,729,NMF metaphase,NMF metaphase,False,False,False,False
991,100.tiff,MIDOG21,2747,Normal,MIDOG21_2747.png,230,1386,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
992,100.tiff,MIDOG21,2748,Normal,MIDOG21_2748.png,179,1377,NMF metaphase,NMF anaphase-telophase,False,False,False,False
993,100.tiff,MIDOG21,2749,Normal,MIDOG21_2749.png,63,918,NMF anaphase-telophase,AMF bipolar assymetric,False,True,False,False
994,100.tiff,MIDOG21,2752,Atypical,MIDOG21_2752.png,2277,1670,AMF other,NMF metaphase,True,False,True,True
995,100.tiff,MIDOG21,2753,Normal,MIDOG21_2753.png,2784,1755,NMF metaphase,NMF metaphase,False,False,False,False
996,100.tiff,MIDOG21,2754,Atypical,MIDOG21_2754.png,2343,1601,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
997,100.tiff,MIDOG21,2757,Normal,MIDOG21_2757.png,148,1635,NMF prometaphase,NMF ring shape,False,False,False,False
998,100.tiff,MIDOG21,2758,Normal,MIDOG21_2758.png,47,2216,NMF metaphase,NMF metaphase,False,False,False,False
999,100.tiff,MIDOG21,2759,Normal,MIDOG21_2759.png,492,2048,NMF prometaphase,NMF metaphase,False,False,False,False
1000,100.tiff,MIDOG21,2760,Atypical,MIDOG21_2760.png,1076,1836,AMF other,AMF segregation,True,True,True,True
1001,100.tiff,MIDOG21,2761,Atypical,MIDOG21_2761.png,1253,1715,NMF prometaphase,AMF other,False,True,True,True
1002,100.tiff,MIDOG21,2762,Normal,MIDOG21_2762.png,1176,1636,NMF prometaphase,NMF metaphase,False,False,True,False
1003,100.tiff,MIDOG21,2766,Normal,MIDOG21_2766.png,2308,1782,NMF prometaphase,NMF prometaphase,False,False,False,False
1004,100.tiff,MIDOG21,2767,Normal,MIDOG21_2767.png,3092,2049,NMF metaphase,NMF metaphase,False,False,False,False
1005,100.tiff,MIDOG21,2768,Atypical,MIDOG21_2768.png,5524,2327,NMF prometaphase,AMF other,False,True,True,True
1006,100.tiff,MIDOG21,2769,Atypical,MIDOG21_2769.png,581,2767,NMF prometaphase,AMF other,False,True,True,True
1007,100.tiff,MIDOG21,2770,Normal,MIDOG21_2770.png,607,2982,NMF metaphase,NMF metaphase,False,False,False,False
1008,100.tiff,MIDOG21,2771,Normal,MIDOG21_2771.png,1334,2563,NMF metaphase,NMF metaphase,False,False,False,False
1009,100.tiff,MIDOG21,2772,Atypical,MIDOG21_2772.png,2007,2540,NMF prometaphase,AMF other,False,True,True,True
1010,100.tiff,MIDOG21,2773,Normal,MIDOG21_2773.png,1683,2687,NMF prometaphase,NMF metaphase,False,False,False,False
1011,100.tiff,MIDOG21,2774,Normal,MIDOG21_2774.png,2593,2683,NMF metaphase,NMF metaphase,False,False,True,False
1012,100.tiff,MIDOG21,2775,Normal,MIDOG21_2775.png,2953,2570,NMF prometaphase,NMF prometaphase,False,False,False,False
1013,100.tiff,MIDOG21,2776,Atypical,MIDOG21_2776.png,3356,2614,NMF prometaphase,AMF other,False,True,True,True
1014,100.tiff,MIDOG21,2777,Normal,MIDOG21_2777.png,3577,3086,NMF metaphase,NMF metaphase,False,False,True,False
1015,100.tiff,MIDOG21,2778,Normal,MIDOG21_2778.png,3912,2819,NMF prometaphase,NMF prometaphase,False,False,False,False
1016,100.tiff,MIDOG21,2783,Normal,MIDOG21_2783.png,563,3663,NMF ring shape,NMF ring shape,False,False,False,False
1017,100.tiff,MIDOG21,2785,Normal,MIDOG21_2785.png,1101,3470,NMF metaphase,NMF metaphase,False,False,False,False
1018,100.tiff,MIDOG21,2786,Normal,MIDOG21_2786.png,1063,3231,NMF prometaphase,NMF ring shape,False,False,False,False
1019,100.tiff,MIDOG21,2789,Atypical,MIDOG21_2789.png,1575,3315,AMF other,AMF other,True,True,True,True
1020,100.tiff,MIDOG21,2790,Normal,MIDOG21_2790.png,3186,3519,NMF prometaphase,NMF metaphase,False,False,True,False
1021,100.tiff,MIDOG21,2792,Atypical,MIDOG21_2792.png,6337,3797,NMF prometaphase,AMF other,False,True,True,True
1022,100.tiff,MIDOG21,2793,Normal,MIDOG21_2793.png,6657,3299,NMF metaphase,NMF metaphase,False,False,False,False
1023,100.tiff,MIDOG21,2794,Normal,MIDOG21_2794.png,6818,3237,NMF metaphase,NMF metaphase,False,False,False,False
1024,100.tiff,MIDOG21,2799,Normal,MIDOG21_2799.png,1727,4218,NMF prometaphase,NMF prometaphase,False,False,False,False
1025,100.tiff,MIDOG21,2800,Normal,MIDOG21_2800.png,1977,4217,NMF metaphase,NMF metaphase,False,False,True,False
1026,100.tiff,MIDOG21,2801,Atypical,MIDOG21_2801.png,2162,4118,AMF other,AMF segregation,True,True,True,True
