Filename,Expert_1,Expert_2,Expert_3,Expert_4,Expert_5,Majority
489.png,Atypical,Normal,Normal,Normal,Normal,Normal
490.png,Normal,Atypical,Normal,Normal,Normal,Normal
491.png,Normal,Normal,Normal,Normal,Normal,Normal
492.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
493.png,Normal,Normal,Normal,Normal,Normal,Normal
494.png,Normal,Normal,Normal,Normal,Normal,Normal
495.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
496.png,Normal,Normal,Normal,Normal,Normal,Normal
497.png,Normal,Normal,Normal,Normal,Normal,Normal
498.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
499.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
500.png,Normal,Normal,Normal,Normal,Normal,Normal
501.png,Normal,Normal,Normal,Normal,Normal,Normal
502.png,Normal,Atypical,Normal,Normal,Normal,Normal
503.png,Atypical,Atypical,Atypical,Normal,Atypical,Atypical
504.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
505.png,Normal,Normal,Normal,Normal,Normal,Normal
506.png,Normal,Normal,Normal,Normal,Normal,Normal
507.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
508.png,Atypical,Normal,Normal,Normal,Normal,Normal
509.png,Normal,Normal,Normal,Normal,Normal,Normal
510.png,Normal,Normal,Normal,Normal,Normal,Normal
511.png,Atypical,Atypical,Normal,Normal,Normal,Normal
512.png,Normal,Normal,Normal,Normal,Normal,Normal
513.png,Normal,Atypical,Normal,Atypical,Normal,Normal
514.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
515.png,Normal,Normal,Normal,Normal,Normal,Normal
516.png,Atypical,Normal,Normal,Normal,Normal,Normal
517.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
518.png,Normal,Normal,Normal,Normal,Normal,Normal
519.png,Normal,Normal,Normal,Normal,Normal,Normal
520.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
521.png,Atypical,Atypical,Atypical,Atypical,Normal,Atypical
522.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
523.png,Atypical,Atypical,Normal,Normal,Normal,Normal
524.png,Normal,Normal,Normal,Normal,Normal,Normal
525.png,Normal,Normal,Normal,Atypical,Normal,Normal
526.png,Atypical,Normal,Normal,Normal,Normal,Normal
527.png,Normal,Normal,Normal,Normal,Normal,Normal
528.png,Normal,Normal,Normal,Normal,Normal,Normal
529.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
530.png,Normal,Normal,Normal,Normal,Normal,Normal
531.png,Normal,Normal,Normal,Normal,Normal,Normal
532.png,Atypical,Normal,Normal,Atypical,Normal,Normal
533.png,Normal,Normal,Normal,Normal,Normal,Normal
534.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
535.png,Normal,Normal,Normal,Normal,Normal,Normal
536.png,Normal,Normal,Normal,Normal,Normal,Normal
537.png,Normal,Normal,Normal,Normal,Normal,Normal
538.png,Normal,Normal,Normal,Normal,Normal,Normal
539.png,Normal,Normal,Normal,Atypical,Normal,Normal
540.png,Atypical,Normal,Normal,Normal,Normal,Normal
541.png,Normal,Normal,Normal,Normal,Normal,Normal
542.png,Normal,Normal,Normal,Normal,Normal,Normal
543.png,Atypical,Normal,Normal,Atypical,Normal,Normal
544.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
545.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
546.png,Normal,Normal,Normal,Normal,Normal,Normal
547.png,Atypical,Atypical,Normal,Normal,Normal,Normal
548.png,Normal,Normal,Normal,Normal,Normal,Normal
549.png,Atypical,Atypical,Normal,Normal,Normal,Normal
550.png,Atypical,Atypical,Normal,Normal,Normal,Normal
551.png,Normal,Normal,Normal,Normal,Normal,Normal
552.png,Normal,Atypical,Atypical,Normal,Normal,Normal
553.png,Normal,Normal,Normal,Normal,Normal,Normal
554.png,Normal,Normal,Normal,Normal,Normal,Normal
555.png,Normal,Normal,Normal,Atypical,Normal,Normal
556.png,Atypical,Atypical,Atypical,Atypical,Normal,Atypical
557.png,Normal,Normal,Normal,Normal,Normal,Normal
558.png,Normal,Atypical,Normal,Normal,Normal,Normal
559.png,Normal,Normal,Normal,Normal,Normal,Normal
560.png,Normal,Normal,Normal,Normal,Normal,Normal
561.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
562.png,Normal,Normal,Normal,Normal,Normal,Normal
563.png,Normal,Normal,Normal,Normal,Normal,Normal
564.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
565.png,Normal,Normal,Normal,Normal,Normal,Normal
566.png,Normal,Normal,Normal,Normal,Normal,Normal
567.png,Normal,Normal,Normal,Normal,Normal,Normal
568.png,Normal,Normal,Normal,Normal,Normal,Normal
569.png,Normal,Normal,Normal,Normal,Normal,Normal
570.png,Normal,Normal,Normal,Normal,Normal,Normal
571.png,Normal,Atypical,Atypical,Atypical,Atypical,Atypical
572.png,Normal,Normal,Normal,Normal,Normal,Normal
573.png,Normal,Normal,Normal,Normal,Normal,Normal
574.png,Normal,Normal,Normal,Normal,Normal,Normal
575.png,Normal,Atypical,Normal,Normal,Normal,Normal
576.png,Normal,Atypical,Normal,Normal,Normal,Normal
577.png,Normal,Atypical,Normal,Normal,Normal,Normal
578.png,Normal,Atypical,Normal,Normal,Normal,Normal
579.png,Normal,Normal,Normal,Normal,Normal,Normal
580.png,Normal,Normal,Normal,Normal,Normal,Normal
581.png,Normal,Normal,Normal,Normal,Normal,Normal
582.png,Atypical,Normal,Normal,Atypical,Normal,Normal
583.png,Normal,Normal,Normal,Normal,Normal,Normal
584.png,Normal,Normal,Normal,Normal,Normal,Normal
585.png,Normal,Normal,Normal,Normal,Normal,Normal
586.png,Normal,Normal,Normal,Normal,Normal,Normal
587.png,Normal,Normal,Normal,Normal,Normal,Normal
588.png,Normal,Normal,Normal,Normal,Normal,Normal
589.png,Normal,Normal,Normal,Normal,Normal,Normal
590.png,Normal,Normal,Normal,Normal,Normal,Normal
591.png,Normal,Normal,Normal,Normal,Normal,Normal
592.png,Normal,Normal,Atypical,Normal,Normal,Normal
593.png,Normal,Normal,Normal,Normal,Normal,Normal
594.png,Normal,Normal,Normal,Normal,Normal,Normal
595.png,Normal,Normal,Normal,Normal,Normal,Normal
596.png,Normal,Normal,Normal,Normal,Normal,Normal
597.png,Normal,Normal,Normal,Normal,Normal,Normal
598.png,Normal,Normal,Normal,Normal,Normal,Normal
599.png,Normal,Normal,Normal,Normal,Normal,Normal
600.png,Normal,Atypical,Normal,Normal,Normal,Normal
601.png,Normal,Atypical,Normal,Normal,Normal,Normal
602.png,Normal,Atypical,Atypical,Normal,Normal,Normal
603.png,Normal,Atypical,Normal,Normal,Normal,Normal
604.png,Normal,Normal,Normal,Atypical,Normal,Normal
605.png,Normal,Normal,Normal,Normal,Normal,Normal
606.png,Normal,Normal,Normal,Normal,Normal,Normal
607.png,Normal,Normal,Normal,Normal,Normal,Normal
608.png,Normal,Atypical,Normal,Normal,Normal,Normal
609.png,Normal,Atypical,Normal,Normal,Normal,Normal
610.png,Normal,Atypical,Normal,Normal,Normal,Normal
611.png,Normal,Normal,Normal,Normal,Normal,Normal
612.png,Normal,Atypical,Normal,Normal,Normal,Normal
613.png,Normal,Normal,Normal,Normal,Normal,Normal
614.png,Normal,Normal,Normal,Normal,Normal,Normal
615.png,Normal,Normal,Normal,Normal,Normal,Normal
616.png,Normal,Normal,Normal,Normal,Normal,Normal
617.png,Normal,Normal,Normal,Normal,Normal,Normal
618.png,Normal,Normal,Normal,Normal,Normal,Normal
619.png,Normal,Atypical,Normal,Normal,Atypical,Normal
620.png,Normal,Atypical,Normal,Normal,Normal,Normal
621.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
622.png,Normal,Normal,Normal,Normal,Normal,Normal
623.png,Normal,Normal,Atypical,Atypical,Atypical,Atypical
624.png,Normal,Atypical,Normal,Normal,Normal,Normal
625.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
626.png,Normal,Normal,Normal,Normal,Normal,Normal
627.png,Normal,Normal,Normal,Normal,Normal,Normal
628.png,Normal,Normal,Normal,Normal,Normal,Normal
629.png,Normal,Normal,Normal,Normal,Normal,Normal
630.png,Normal,Atypical,Normal,Normal,Normal,Normal
631.png,Normal,Normal,Normal,Normal,Normal,Normal
632.png,Normal,Normal,Normal,Normal,Normal,Normal
633.png,Normal,Atypical,Normal,Normal,Normal,Normal
634.png,Normal,Normal,Normal,Normal,Normal,Normal
635.png,Normal,Normal,Normal,Normal,Normal,Normal
636.png,Normal,Normal,Normal,Normal,Normal,Normal
637.png,Normal,Normal,Normal,Normal,Normal,Normal
638.png,Normal,Normal,Normal,Normal,Normal,Normal
639.png,Atypical,Normal,Normal,Atypical,Normal,Normal
640.png,Normal,Normal,Normal,Normal,Normal,Normal
641.png,Normal,Normal,Normal,Normal,Normal,Normal
642.png,Normal,Normal,Normal,Normal,Normal,Normal
643.png,Normal,Atypical,Normal,Atypical,Normal,Normal
644.png,Normal,Normal,Normal,Normal,Normal,Normal
645.png,Normal,Atypical,Normal,Normal,Normal,Normal
646.png,Normal,Normal,Normal,Normal,Normal,Normal
647.png,Normal,Normal,Normal,Normal,Normal,Normal
648.png,Normal,Normal,Normal,Normal,Normal,Normal
649.png,Normal,Normal,Normal,Normal,Normal,Normal
650.png,Normal,Normal,Normal,Normal,Normal,Normal
651.png,Normal,Normal,Normal,Normal,Normal,Normal
652.png,Atypical,Normal,Normal,Atypical,Normal,Normal
653.png,Atypical,Normal,Normal,Atypical,Normal,Normal
654.png,Normal,Normal,Normal,Normal,Normal,Normal
655.png,Normal,Atypical,Normal,Normal,Normal,Normal
656.png,Normal,Normal,Normal,Normal,Normal,Normal
657.png,Normal,Normal,Normal,Normal,Normal,Normal
658.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
659.png,Normal,Normal,Atypical,Normal,Normal,Normal
660.png,Normal,Normal,Normal,Normal,Normal,Normal
661.png,Normal,Normal,Normal,Normal,Normal,Normal
662.png,Normal,Normal,Normal,Normal,Normal,Normal
663.png,Normal,Normal,Normal,Normal,Normal,Normal
664.png,Normal,Normal,Normal,Normal,Normal,Normal
665.png,Normal,Normal,Normal,Normal,Normal,Normal
666.png,Normal,Normal,Normal,Normal,Normal,Normal
667.png,Normal,Normal,Normal,Normal,Normal,Normal
668.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
669.png,Normal,Normal,Normal,Normal,Normal,Normal
670.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
671.png,Normal,Normal,Normal,Normal,Normal,Normal
672.png,Normal,Normal,Normal,Normal,Normal,Normal
673.png,Normal,Normal,Normal,Normal,Normal,Normal
674.png,Atypical,Normal,Normal,Normal,Normal,Normal
675.png,Normal,Atypical,Normal,Normal,Normal,Normal
676.png,Normal,Normal,Normal,Normal,Normal,Normal
677.png,Normal,Normal,Normal,Normal,Normal,Normal
678.png,Normal,Atypical,Normal,Normal,Normal,Normal
679.png,Normal,Normal,Normal,Normal,Normal,Normal
680.png,Normal,Normal,Normal,Normal,Normal,Normal
681.png,Normal,Normal,Normal,Normal,Normal,Normal
682.png,Normal,Normal,Normal,Normal,Normal,Normal
683.png,Normal,Normal,Normal,Normal,Normal,Normal
684.png,Normal,Normal,Normal,Normal,Normal,Normal
685.png,Normal,Normal,Normal,Normal,Normal,Normal
686.png,Normal,Normal,Normal,Normal,Normal,Normal
687.png,Normal,Normal,Normal,Normal,Normal,Normal
688.png,Normal,Normal,Normal,Normal,Normal,Normal
689.png,Normal,Normal,Normal,Normal,Normal,Normal
690.png,Normal,Normal,Normal,Normal,Normal,Normal
691.png,Atypical,Normal,Normal,Atypical,Normal,Normal
692.png,Normal,Normal,Normal,Normal,Normal,Normal
693.png,Normal,Normal,Normal,Normal,Normal,Normal
694.png,Normal,Atypical,Normal,Atypical,Normal,Normal
695.png,Normal,Normal,Normal,Normal,Normal,Normal
696.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
697.png,Normal,Normal,Normal,Normal,Normal,Normal
698.png,Normal,Atypical,Normal,Normal,Normal,Normal
699.png,Normal,Normal,Normal,Normal,Normal,Normal
700.png,Normal,Normal,Normal,Normal,Normal,Normal
701.png,Normal,Normal,Normal,Normal,Normal,Normal
702.png,Normal,Normal,Normal,Normal,Normal,Normal
703.png,Normal,Normal,Normal,Normal,Normal,Normal
704.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
705.png,Normal,Atypical,Normal,Normal,Normal,Normal
706.png,Atypical,Normal,Normal,Normal,Normal,Normal
707.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
708.png,Normal,Normal,Normal,Normal,Normal,Normal
709.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
710.png,Normal,Normal,Normal,Normal,Normal,Normal
711.png,Normal,Normal,Atypical,Atypical,Atypical,Atypical
712.png,Normal,Normal,Normal,Normal,Normal,Normal
713.png,Normal,Normal,Normal,Normal,Normal,Normal
714.png,Normal,Atypical,Normal,Normal,Normal,Normal
715.png,Normal,Normal,Normal,Normal,Normal,Normal
716.png,Normal,Normal,Normal,Normal,Normal,Normal
717.png,Normal,Normal,Normal,Normal,Normal,Normal
718.png,Normal,Normal,Normal,Normal,Normal,Normal
719.png,Normal,Normal,Normal,Normal,Normal,Normal
720.png,Normal,Normal,Normal,Normal,Normal,Normal
721.png,Normal,Normal,Normal,Normal,Normal,Normal
722.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
723.png,Normal,Atypical,Normal,Normal,Normal,Normal
724.png,Normal,Normal,Normal,Normal,Normal,Normal
725.png,Normal,Normal,Normal,Normal,Normal,Normal
726.png,Normal,Normal,Normal,Normal,Normal,Normal
727.png,Normal,Atypical,Normal,Normal,Normal,Normal
728.png,Normal,Atypical,Normal,Normal,Normal,Normal
729.png,Normal,Normal,Normal,Normal,Normal,Normal
730.png,Normal,Atypical,Normal,Normal,Normal,Normal
731.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
732.png,Normal,Normal,Normal,Normal,Normal,Normal
733.png,Normal,Normal,Normal,Normal,Normal,Normal
734.png,Normal,Normal,Atypical,Normal,Normal,Normal
735.png,Normal,Normal,Normal,Normal,Normal,Normal
736.png,Normal,Normal,Normal,Atypical,Normal,Normal
737.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
738.png,Normal,Normal,Normal,Normal,Normal,Normal
739.png,Normal,Atypical,Normal,Normal,Normal,Normal
740.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
741.png,Normal,Normal,Normal,Normal,Normal,Normal
742.png,Normal,Normal,Normal,Normal,Atypical,Normal
743.png,Normal,Normal,Normal,Normal,Normal,Normal
744.png,Normal,Normal,Normal,Normal,Normal,Normal
745.png,Normal,Normal,Normal,Normal,Normal,Normal
746.png,Atypical,Normal,Normal,Atypical,Normal,Normal
747.png,Normal,Atypical,Atypical,Normal,Normal,Normal
748.png,Normal,Normal,Normal,Normal,Normal,Normal
749.png,Normal,Normal,Normal,Normal,Normal,Normal
750.png,Normal,Atypical,Atypical,Atypical,Normal,Atypical
751.png,Normal,Atypical,Normal,Normal,Normal,Normal
752.png,Normal,Atypical,Normal,Normal,Normal,Normal
753.png,Normal,Atypical,Normal,Normal,Normal,Normal
754.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
755.png,Normal,Normal,Normal,Normal,Normal,Normal
756.png,Normal,Normal,Normal,Normal,Normal,Normal
757.png,Normal,Normal,Normal,Normal,Normal,Normal
758.png,Normal,Normal,Normal,Normal,Normal,Normal
759.png,Normal,Normal,Normal,Normal,Normal,Normal
760.png,Normal,Normal,Normal,Normal,Normal,Normal
761.png,Normal,Normal,Normal,Normal,Normal,Normal
762.png,Normal,Atypical,Normal,Normal,Normal,Normal
763.png,Normal,Normal,Normal,Normal,Normal,Normal
764.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
765.png,Atypical,Normal,Normal,Normal,Normal,Normal
766.png,Normal,Normal,Normal,Normal,Normal,Normal
767.png,Normal,Normal,Atypical,Normal,Normal,Normal
768.png,Atypical,Atypical,Atypical,Atypical,Normal,Atypical
769.png,Normal,Normal,Normal,Normal,Normal,Normal
770.png,Normal,Normal,Normal,Normal,Normal,Normal
771.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
772.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
773.png,Normal,Normal,Normal,Normal,Normal,Normal
774.png,Normal,Normal,Normal,Normal,Normal,Normal
775.png,Normal,Normal,Normal,Normal,Normal,Normal
776.png,Normal,Atypical,Normal,Normal,Normal,Normal
777.png,Normal,Normal,Normal,Normal,Normal,Normal
778.png,Normal,Normal,Normal,Normal,Normal,Normal
779.png,Normal,Normal,Normal,Normal,Normal,Normal
780.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
781.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
782.png,Normal,Atypical,Atypical,Atypical,Normal,Atypical
783.png,Normal,Atypical,Normal,Normal,Normal,Normal
784.png,Normal,Normal,Normal,Normal,Normal,Normal
785.png,Normal,Atypical,Normal,Normal,Normal,Normal
786.png,Normal,Atypical,Normal,Normal,Normal,Normal
787.png,Normal,Normal,Normal,Normal,Normal,Normal
788.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
789.png,Normal,Normal,Normal,Normal,Normal,Normal
790.png,Normal,Normal,Normal,Normal,Normal,Normal
791.png,Atypical,Normal,Normal,Normal,Normal,Normal
792.png,Normal,Normal,Normal,Normal,Normal,Normal
793.png,Normal,Normal,Normal,Normal,Normal,Normal
794.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
795.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
796.png,Normal,Normal,Normal,Normal,Atypical,Normal
797.png,Atypical,Atypical,Atypical,Atypical,Normal,Atypical
798.png,Normal,Normal,Normal,Normal,Normal,Normal
799.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
800.png,Normal,Atypical,Normal,Normal,Normal,Normal
801.png,Normal,Normal,Normal,Atypical,Normal,Normal
802.png,Normal,Atypical,Atypical,Atypical,Normal,Atypical
803.png,Atypical,Normal,Normal,Normal,Normal,Normal
804.png,Normal,Normal,Normal,Normal,Normal,Normal
805.png,Normal,Normal,Normal,Normal,Normal,Normal
806.png,Normal,Normal,Normal,Normal,Normal,Normal
807.png,Normal,Atypical,Normal,Normal,Normal,Normal
808.png,Normal,Normal,Normal,Normal,Normal,Normal
809.png,Normal,Normal,Normal,Normal,Normal,Normal
810.png,Atypical,Normal,Normal,Atypical,Normal,Normal
811.png,Normal,Atypical,Normal,Normal,Normal,Normal
812.png,Normal,Normal,Normal,Normal,Normal,Normal
813.png,Normal,Normal,Normal,Normal,Normal,Normal
814.png,Normal,Normal,Normal,Normal,Normal,Normal
815.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
816.png,Normal,Normal,Normal,Normal,Normal,Normal
817.png,Normal,Normal,Normal,Normal,Normal,Normal
818.png,Normal,Normal,Normal,Normal,Normal,Normal
819.png,Normal,Atypical,Atypical,Normal,Normal,Normal
820.png,Normal,Normal,Normal,Normal,Normal,Normal
821.png,Normal,Atypical,Normal,Normal,Normal,Normal
822.png,Normal,Atypical,Normal,Normal,Normal,Normal
823.png,Normal,Normal,Normal,Normal,Normal,Normal
824.png,Normal,Normal,Normal,Normal,Normal,Normal
825.png,Normal,Normal,Normal,Normal,Normal,Normal
826.png,Normal,Normal,Normal,Normal,Normal,Normal
827.png,Normal,Normal,Atypical,Atypical,Normal,Normal
828.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
829.png,Normal,Normal,Normal,Normal,Normal,Normal
830.png,Normal,Atypical,Normal,Normal,Normal,Normal
831.png,Normal,Normal,Normal,Atypical,Normal,Normal
832.png,Normal,Normal,Normal,Normal,Normal,Normal
833.png,Normal,Atypical,Normal,Normal,Normal,Normal
834.png,Normal,Normal,Normal,Normal,Normal,Normal
835.png,Normal,Normal,Normal,Normal,Normal,Normal
836.png,Normal,Atypical,Normal,Normal,Normal,Normal
837.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
838.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
839.png,Normal,Atypical,Normal,Atypical,Normal,Normal
840.png,Atypical,Atypical,Normal,Normal,Normal,Normal
841.png,Normal,Atypical,Normal,Atypical,Normal,Normal
842.png,Normal,Atypical,Normal,Normal,Normal,Normal
843.png,Atypical,Atypical,Atypical,Normal,Normal,Atypical
844.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
845.png,Normal,Normal,Normal,Normal,Normal,Normal
846.png,Normal,Normal,Normal,Normal,Normal,Normal
847.png,Normal,Normal,Normal,Normal,Normal,Normal
848.png,Atypical,Normal,Normal,Atypical,Normal,Normal
849.png,Normal,Normal,Normal,Normal,Normal,Normal
850.png,Normal,Normal,Normal,Normal,Normal,Normal
851.png,Normal,Normal,Normal,Normal,Normal,Normal
852.png,Normal,Normal,Normal,Normal,Normal,Normal
853.png,Normal,Normal,Normal,Normal,Normal,Normal
854.png,Normal,Normal,Normal,Normal,Normal,Normal
855.png,Normal,Atypical,Normal,Normal,Normal,Normal
856.png,Normal,Normal,Normal,Normal,Normal,Normal
857.png,Normal,Atypical,Normal,Normal,Normal,Normal
858.png,Normal,Normal,Normal,Normal,Normal,Normal
859.png,Normal,Normal,Normal,Normal,Normal,Normal
860.png,Normal,Normal,Normal,Normal,Normal,Normal
861.png,Normal,Atypical,Normal,Normal,Normal,Normal
862.png,Normal,Normal,Normal,Normal,Normal,Normal
863.png,Normal,Atypical,Atypical,Normal,Normal,Normal
864.png,Normal,Atypical,Normal,Normal,Normal,Normal
865.png,Normal,Atypical,Normal,Normal,Normal,Normal
866.png,Normal,Normal,Normal,Normal,Normal,Normal
867.png,Normal,Atypical,Normal,Normal,Normal,Normal
868.png,Normal,Normal,Normal,Normal,Normal,Normal
869.png,Normal,Atypical,Normal,Normal,Normal,Normal
870.png,Normal,Normal,Normal,Normal,Normal,Normal
871.png,Normal,Atypical,Normal,Normal,Normal,Normal
872.png,Normal,Atypical,Normal,Normal,Normal,Normal
873.png,Normal,Normal,Normal,Normal,Normal,Normal
874.png,Normal,Normal,Normal,Normal,Normal,Normal
875.png,Normal,Normal,Normal,Normal,Normal,Normal
876.png,Normal,Normal,Normal,Normal,Normal,Normal
877.png,Normal,Normal,Normal,Normal,Normal,Normal
878.png,Normal,Atypical,Normal,Normal,Normal,Normal
879.png,Normal,Normal,Normal,Normal,Normal,Normal
880.png,Normal,Normal,Normal,Normal,Normal,Normal
881.png,Normal,Normal,Normal,Normal,Normal,Normal
882.png,Normal,Normal,Normal,Normal,Normal,Normal
883.png,Normal,Normal,Normal,Normal,Normal,Normal
884.png,Normal,Normal,Normal,Normal,Normal,Normal
885.png,Normal,Normal,Normal,Normal,Normal,Normal
886.png,Atypical,Normal,Normal,Normal,Atypical,Normal
887.png,Normal,Normal,Normal,Normal,Normal,Normal
888.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
889.png,Normal,Normal,Normal,Normal,Normal,Normal
890.png,Normal,Normal,Normal,Normal,Normal,Normal
891.png,Normal,Atypical,Atypical,Normal,Normal,Normal
892.png,Normal,Normal,Normal,Normal,Normal,Normal
893.png,Normal,Normal,Normal,Normal,Normal,Normal
894.png,Normal,Normal,Normal,Normal,Normal,Normal
895.png,Normal,Normal,Normal,Normal,Normal,Normal
896.png,Normal,Atypical,Atypical,Normal,Normal,Normal
897.png,Normal,Atypical,Normal,Normal,Normal,Normal
898.png,Normal,Normal,Normal,Normal,Normal,Normal
899.png,Normal,Normal,Normal,Normal,Normal,Normal
900.png,Normal,Normal,Atypical,Normal,Normal,Normal
901.png,Normal,Normal,Normal,Normal,Normal,Normal
902.png,Normal,Atypical,Normal,Normal,Normal,Normal
903.png,Normal,Atypical,Normal,Normal,Normal,Normal
904.png,Normal,Atypical,Normal,Normal,Normal,Normal
905.png,Normal,Normal,Normal,Normal,Normal,Normal
906.png,Normal,Normal,Normal,Normal,Normal,Normal
907.png,Normal,Normal,Normal,Normal,Normal,Normal
908.png,Normal,Atypical,Normal,Normal,Normal,Normal
909.png,Normal,Atypical,Normal,Normal,Normal,Normal
910.png,Normal,Normal,Normal,Normal,Normal,Normal
911.png,Normal,Atypical,Normal,Normal,Normal,Normal
912.png,Normal,Normal,Normal,Normal,Normal,Normal
913.png,Normal,Normal,Atypical,Normal,Normal,Normal
914.png,Normal,Normal,Normal,Normal,Normal,Normal
915.png,Normal,Normal,Normal,Normal,Normal,Normal
916.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
917.png,Normal,Normal,Normal,Normal,Normal,Normal
918.png,Normal,Atypical,Normal,Normal,Normal,Normal
919.png,Normal,Normal,Normal,Normal,Normal,Normal
920.png,Normal,Atypical,Normal,Normal,Normal,Normal
921.png,Normal,Normal,Normal,Normal,Normal,Normal
922.png,Normal,Normal,Normal,Normal,Normal,Normal
923.png,Normal,Normal,Normal,Normal,Normal,Normal
924.png,Normal,Atypical,Normal,Normal,Normal,Normal
925.png,Normal,Atypical,Normal,Normal,Normal,Normal
926.png,Normal,Atypical,Normal,Normal,Normal,Normal
927.png,Normal,Normal,Normal,Normal,Normal,Normal
928.png,Normal,Normal,Normal,Normal,Normal,Normal
929.png,Normal,Atypical,Normal,Normal,Normal,Normal
930.png,Normal,Atypical,Normal,Normal,Normal,Normal
931.png,Normal,Normal,Normal,Normal,Normal,Normal
932.png,Normal,Normal,Normal,Normal,Normal,Normal
933.png,Normal,Normal,Normal,Normal,Normal,Normal
934.png,Normal,Normal,Normal,Normal,Normal,Normal
935.png,Atypical,Normal,Normal,Normal,Normal,Normal
936.png,Normal,Normal,Normal,Normal,Normal,Normal
937.png,Normal,Normal,Normal,Normal,Normal,Normal
938.png,Normal,Normal,Normal,Normal,Normal,Normal
939.png,Normal,Normal,Normal,Normal,Normal,Normal
940.png,Normal,Normal,Normal,Normal,Normal,Normal
941.png,Normal,Normal,Atypical,Normal,Normal,Normal
942.png,Normal,Atypical,Normal,Normal,Normal,Normal
943.png,Normal,Normal,Normal,Normal,Normal,Normal
944.png,Normal,Atypical,Normal,Normal,Normal,Normal
945.png,Normal,Atypical,Normal,Normal,Normal,Normal
946.png,Normal,Atypical,Normal,Normal,Normal,Normal
947.png,Normal,Normal,Normal,Normal,Normal,Normal
948.png,Normal,Normal,Normal,Normal,Normal,Normal
949.png,Normal,Normal,Normal,Normal,Normal,Normal
950.png,Normal,Normal,Normal,Normal,Normal,Normal
951.png,Normal,Normal,Normal,Normal,Normal,Normal
952.png,Normal,Atypical,Atypical,Normal,Normal,Normal
953.png,Normal,Normal,Normal,Normal,Normal,Normal
954.png,Normal,Normal,Normal,Normal,Normal,Normal
955.png,Normal,Normal,Normal,Normal,Normal,Normal
956.png,Normal,Normal,Normal,Normal,Normal,Normal
957.png,Normal,Atypical,Normal,Normal,Normal,Normal
958.png,Normal,Normal,Normal,Normal,Normal,Normal
959.png,Normal,Atypical,Normal,Normal,Normal,Normal
960.png,Normal,Normal,Normal,Normal,Normal,Normal
961.png,Normal,Normal,Normal,Normal,Normal,Normal
962.png,Normal,Atypical,Atypical,Normal,Normal,Normal
963.png,Normal,Atypical,Normal,Normal,Normal,Normal
964.png,Normal,Atypical,Normal,Normal,Normal,Normal
965.png,Normal,Atypical,Atypical,Normal,Normal,Normal
966.png,Normal,Atypical,Normal,Normal,Normal,Normal
967.png,Normal,Normal,Normal,Normal,Normal,Normal
968.png,Normal,Atypical,Normal,Normal,Normal,Normal
969.png,Normal,Normal,Normal,Normal,Normal,Normal
970.png,Normal,Normal,Atypical,Normal,Normal,Normal
